problem,prompt_name,code_index,code_segment,Size,Min,Average,Max,Exception
p5_find_duplicates_list,prompt_1,25,['def funcImp(arg1):\n    seen = set()\n    duplicates = []\n    for element in arg1:\n        if element in seen and element not in duplicates:\n            duplicates.append(element)\n        seen.add(element)\n    return duplicates'],100000,4.540388899971731,4.747151675006608,5.408741599996574,N/A
p5_find_duplicates_list,prompt_1,26,"['def funcImp(arg1):\n    from collections import Counter\n    counts = Counter(arg1)\n    duplicates = [item for item, count in counts.items() if count > 1]\n    return duplicates']",1000,0.0037649000296369195,0.004051020001061261,0.007320699980482459,N/A
p5_find_duplicates_list,prompt_1,26,"['def funcImp(arg1):\n    from collections import Counter\n    counts = Counter(arg1)\n    duplicates = [item for item, count in counts.items() if count > 1]\n    return duplicates']",10000,0.0407992999535054,0.04276970099890605,0.0517645999789238,N/A
p5_find_duplicates_list,prompt_1,26,"['def funcImp(arg1):\n    from collections import Counter\n    counts = Counter(arg1)\n    duplicates = [item for item, count in counts.items() if count > 1]\n    return duplicates']",100000,0.7536413999041542,0.8080551360000391,1.1544241000665352,N/A
p5_find_duplicates_list,prompt_1,27,['def funcImp(arg1):\n    duplicates = []\n    seen = set()\n    for item in arg1:\n        if item in seen and item not in duplicates:\n            duplicates.append(item)\n        seen.add(item)\n    return duplicates'],1000,0.003329500090330839,0.0035498239856678994,0.005262999911792576,N/A
p5_find_duplicates_list,prompt_1,27,['def funcImp(arg1):\n    duplicates = []\n    seen = set()\n    for item in arg1:\n        if item in seen and item not in duplicates:\n            duplicates.append(item)\n        seen.add(item)\n    return duplicates'],10000,0.042380400002002716,0.045020720008760694,0.05464200000278652,N/A
p5_find_duplicates_list,prompt_1,27,['def funcImp(arg1):\n    duplicates = []\n    seen = set()\n    for item in arg1:\n        if item in seen and item not in duplicates:\n            duplicates.append(item)\n        seen.add(item)\n    return duplicates'],100000,4.568280300009064,4.767550093004247,5.489165300037712,N/A
p5_find_duplicates_list,prompt_1,28,"['def funcImp(arg1):\n    count_dict = {}\n    for num in arg1:\n        if num in count_dict:\n            count_dict[num] += 1\n        else:\n            count_dict[num] = 1\n    duplicates = []\n    for key, value in count_dict.items():\n        if value > 1:\n            duplicates.append(key)\n    return duplicates']",1000,0.005291700013913214,0.0058626650040969255,0.009823900065384805,N/A
p5_find_duplicates_list,prompt_1,28,"['def funcImp(arg1):\n    count_dict = {}\n    for num in arg1:\n        if num in count_dict:\n            count_dict[num] += 1\n        else:\n            count_dict[num] = 1\n    duplicates = []\n    for key, value in count_dict.items():\n        if value > 1:\n            duplicates.append(key)\n    return duplicates']",10000,0.05669550003949553,0.06205861399881542,0.09539210004732013,N/A
p5_find_duplicates_list,prompt_1,28,"['def funcImp(arg1):\n    count_dict = {}\n    for num in arg1:\n        if num in count_dict:\n            count_dict[num] += 1\n        else:\n            count_dict[num] = 1\n    duplicates = []\n    for key, value in count_dict.items():\n        if value > 1:\n            duplicates.append(key)\n    return duplicates']",100000,0.9497080999426544,1.0013573139929213,1.314117000089027,N/A
p5_find_duplicates_list,prompt_1,29,['def funcImp(arg1):\n    seen = set()\n    duplicates = set()\n    for item in arg1:\n        if item in seen:\n            duplicates.add(item)\n        else:\n            seen.add(item)\n    return list(duplicates)'],1000,0.003273200010880828,0.0037295930029358714,0.006075000041164458,N/A
p5_find_duplicates_list,prompt_1,29,['def funcImp(arg1):\n    seen = set()\n    duplicates = set()\n    for item in arg1:\n        if item in seen:\n            duplicates.add(item)\n        else:\n            seen.add(item)\n    return list(duplicates)'],10000,0.041184899979270995,0.045905202999711035,0.06693430000450462,N/A
